,gameId,storeId,nextvalue,nextdays
278,01fa0095-6932-4c6a-aaff-98eb9c7772d4,1,[123.45524],[11.686707]
279,01fa64b2-ac5f-4867-8ffa-5e69174bddca,1,[114.663536],[9.682797]
280,01fb2283-1005-4dc7-96a6-fab3191b0e0c,3,[482.99872],[18.099905]
281,01fbece5-f22d-4c93-8632-b17af892e50b,4,[1295.3016],[7.7438383]
282,01fbece5-f22d-4c93-8632-b17af892e50b,1,[1362.1389],[0.47743112]
283,01ff4665-d1dc-45bc-8dde-61f8be2c7a3c,2,[2271.069],[21.007242]
284,0202241c-984e-4821-8106-8331ef39ced0,1,[414.76123],[8.830615]
285,02055091-c019-42c9-88a4-673d1179a724,1,[450.58405],[17.281288]
286,0207dc96-d060-47df-bc3b-1b51e7192b3d,3,[1104.8578],[18.839874]
287,0207dc96-d060-47df-bc3b-1b51e7192b3d,4,[1333.4249],[7.55254]
288,0207dc96-d060-47df-bc3b-1b51e7192b3d,1,[693.06],[16.153467]
289,020ad477-d620-4e9e-9690-03541d152025,1,[196.50995],[7.152048]
290,020c5d7f-23f7-418d-a2fa-5bea834e4ec5,1,[366.9489],[20.0626]
291,02100854-2629-49c0-bcdf-9c2688c574c2,1,[3319.8936],[4.5361576]
292,02130e16-fdea-43aa-b48a-c86872cfe320,3,[105.23311],[20.522905]
293,02130e16-fdea-43aa-b48a-c86872cfe320,1,[143.86731],[12.872146]
294,02132762-061d-4650-b4e5-4b956c66bcfc,1,[201.18918],[17.911022]
295,02132fbd-3381-4ab7-b174-89b3978653e9,1,[110.769806],[14.418766]
296,0214a4f4-5be4-4b50-b6e3-f703f938a5f4,1,[238.3521],[10.216248]
297,02153de4-e10f-4dc8-a1d9-9028d88fd342,1,[475.91592],[9.380788]
298,0215401d-5573-49f2-8bcd-5a4a1e8dcad6,1,[346.80167],[6.206858]
299,021828f9-5612-47ba-a63a-54af5f0a41db,3,[641.47076],[18.151274]
300,021828f9-5612-47ba-a63a-54af5f0a41db,1,[430.34253],[12.922576]
301,021aa8fe-cf16-418d-be41-204c08c8abe4,4,[273.6742],[5.9190197]
302,021aa8fe-cf16-418d-be41-204c08c8abe4,1,[201.10194],[17.309534]
303,021b815f-1ff6-452e-a0e5-d6ce68f1a4da,1,[113.060326],[9.914887]
304,021c5d04-4f8c-4958-afa4-96c710a8949a,1,[377.51382],[10.058695]
305,021e8937-d7a1-427f-87ad-aae4255db1f9,1,[684.93335],[14.975924]
306,021eb256-8680-4013-8733-337c5717e6a2,1,[272.6003],[12.076247]
307,02213091-9bb8-4735-925d-8894d2eaa8d6,1,[503.72104],[15.785846]
308,022231e9-526a-4e73-b65e-5a1429701dc2,4,[4997.658],[6.9764395]
309,022231e9-526a-4e73-b65e-5a1429701dc2,3,[3767.04],[15.033387]
310,02245c8a-1bb5-4c3b-a3d4-cee19be47fc7,4,[385.25818],[5.892039]
311,02245c8a-1bb5-4c3b-a3d4-cee19be47fc7,1,[291.64267],[10.973899]
312,02289e4c-c671-45a3-9d27-025a3394c218,1,[1116.1405],[12.062262]
313,022a9da8-d656-4b7a-8a43-a5e58d21be00,3,[269.47394],[19.461645]
314,022a9da8-d656-4b7a-8a43-a5e58d21be00,1,[165.0179],[17.560366]
315,022b8d09-5e5d-4875-95f3-45b4c90be951,3,[82.76855],[19.125328]
316,022ee1eb-e70b-42ff-a3b6-6a868d5e9de2,3,[1197.0532],[17.309803]
317,022ee5e9-a970-45cb-9753-c01590a603ad,1,[1743.5426],[18.401121]
