"gameId","id","date","value","rating","storeId","releasedate","minvalue","maxvalue","beforedate","beforevalue","nextdate","nextvalue"
"29fa9c8e-c7ca-44e8-9f63-d4cfbdaa9bc8",5,2019-02-19,1999,0.32,1,2017-02-06,299,1999,2019-02-05,299,,
"29fc227b-6b3c-448e-a81e-2c1b394896b6",1,2018-12-09,499,0.10,3,2015-04-24,499,499,2018-12-09,499,,
"29fc227b-6b3c-448e-a81e-2c1b394896b6",7,2019-02-12,499,0.10,1,2015-04-24,49,499,2019-02-05,49,,
"29fd0fa8-bfd3-4032-922f-10bb5b82881d",2,2019-01-25,99,0.10,4,2013-04-16,69,99,2019-01-22,69,,
"29fd0fa8-bfd3-4032-922f-10bb5b82881d",7,2019-02-13,99,0.10,1,2013-04-16,89,99,2019-02-05,89,,
"29fedfa6-9d0f-4162-9eb3-628f63a32b25",1,2019-02-15,1399,0.00,4,2018-07-18,1399,1399,2019-02-15,1399,,
"29fedfa6-9d0f-4162-9eb3-628f63a32b25",3,2019-01-05,1399,0.00,3,2018-07-18,839,1399,2018-12-25,839,,
"2a00e340-6c17-4250-8da1-4057beaaf9bf",5,2019-02-12,999,0.10,1,2015-03-20,499,999,2019-02-05,499,,
"2a03e1e3-8d7b-41bd-bbe2-aa37621cad39",3,2019-01-03,999,0.10,1,2017-07-14,499,999,2018-12-22,499,,
"2a06751e-2151-490f-b70a-976e6218d347",5,2019-02-12,999,0.10,1,2017-02-14,399,999,2019-02-05,499,,
"2a07d2a4-496d-4754-bbbc-1845a09e1d98",1,2018-12-17,299,0.10,1,2015-07-31,299,299,2018-12-17,299,,
"2a0ad8a0-2345-406e-a82e-af47afda29b2",1,2018-12-11,999,0.10,1,2016-03-01,999,999,2018-12-11,999,,
"2a0c2e4a-1447-45f3-8661-6bf48ea27922",1,2019-01-22,1999,0.10,4,2018-01-30,1999,1999,2019-01-22,1999,,
"2a0c2e4a-1447-45f3-8661-6bf48ea27922",7,2019-02-12,1999,0.10,1,2018-01-30,1199,1999,2019-02-05,1199,,
"2a0c639a-e60b-4e5a-b408-f77b94eabe0f",1,2019-01-22,999,0.10,4,2017-02-07,999,999,2019-01-22,999,,
"2a0c639a-e60b-4e5a-b408-f77b94eabe0f",5,2019-02-13,999,0.10,1,2017-02-07,499,999,2019-02-06,499,,
"2a121d2e-4d84-47d0-813d-172749d4203a",3,2019-01-04,599,0.36,2,2002-09-13,149,599,2018-12-14,149,,
"2a121d2e-4d84-47d0-813d-172749d4203a",5,2019-01-31,699,0.36,3,2002-09-13,119,699,2019-01-24,119,,
"2a121d2e-4d84-47d0-813d-172749d4203a",8,2019-02-22,97,0.36,1,2002-09-13,97,699,2019-02-12,699,,
"2a1230f6-d3c2-4123-9170-d5baf3f01348",3,2019-01-04,499,0.10,1,2015-12-17,199,499,2018-12-21,199,,
"2a12d66a-7b6f-4176-bbd7-4eb45f2547d2",3,2019-01-06,1999,0.45,1,2015-01-30,199,1999,2018-12-21,199,,
"2a13feb8-92eb-45ad-88c8-4cdfbd65ebcf",1,2018-12-09,5999,0.00,3,2011-01-01,5999,5999,2018-12-09,5999,,
"2a13feb8-92eb-45ad-88c8-4cdfbd65ebcf",2,2019-01-29,5999,0.00,4,2011-01-01,1499,5999,2019-01-22,1499,,
"2a1783e9-7cee-4564-98b9-d6b2cfd483c9",5,2019-02-12,799,0.00,1,2018-09-25,559,799,2019-02-05,559,,
"2a182220-8572-4a6f-8b56-144ea092073d",1,2018-12-18,99,0.10,1,2017-08-23,99,99,2018-12-18,99,,
"2a18c2bb-1919-4745-9225-353b2b302086",5,2019-02-16,199,0.10,1,2015-03-18,99,199,2019-02-10,99,,
"2a1e9b1c-be29-40cd-afb3-5abe507f3a58",5,2019-02-13,499,0.00,1,2018-05-29,124,499,2019-02-06,249,,
"2a203e82-8b52-4936-a4bf-f65f6f222ffa",1,2018-12-18,499,0.00,1,2018-07-10,499,499,2018-12-18,499,,
"2a213b55-8710-4f35-a8ca-f52b7e9eae92",1,2019-03-01,1199,0,1,2019-02-26,1199,1199,2019-03-01,1199,,
"2a2179b6-75e4-4003-a3e8-9fe751254a5f",2,2019-01-25,2499,0.76,4,2016-10-03,599,2499,2019-01-22,599,,
"2a2179b6-75e4-4003-a3e8-9fe751254a5f",5,2019-02-12,2499,0.76,1,2016-10-03,599,2499,2019-02-05,849,,
"2a2179b6-75e4-4003-a3e8-9fe751254a5f",5,2019-03-01,2499,0.76,3,2016-10-03,600,2499,2019-02-22,1250,,
